Address,lat,lon
"LT WORKS FOOD PANTRY , 2347 LAFAYETTE AVENUE , Bronx, 10473, NY",40.8241671,-73.844149
"MANNA OF LIFE MINISTRIES, INC , 1101 BOSTON ROAD , Bronx, 10456, NY",40.8275698,-73.9049118
" MOBILE FOOD PANTRY , 309 DRAKE STREET , Bronx, 10474, NY",40.8080654,-73.88137309999999
"AMOMENTUM PROJECT @ CHURCH OF THE GOD OF PROPHECY , 85 EAST 165TH STREET , Bronx, 10452, NY",40.8317649,-73.9220972
"MORRISANIA REVITALIZATION CORP INC , 576 EAST 165TH STREET , Bronx, 10456, NY",40.8255121,-73.907017
"MOSAIC BEACON COMMUNITY CENTER , 1257 OGDEN AVENUE , Bronx, 10452, NY",40.8397742,-73.92578999999999
"MOSHOLU MONTEFIORE COMMUNITY CENTER FP , 3450 DEKALB AVENUE , Bronx, 10467, NY",40.8819332,-73.8804942
"MOUNT PISGAH BAPTIST CHURCH , 709 EAST 228TH STREET , Bronx, 10466, NY",40.8899033,-73.858941
"NEW CONVENANT COMMUNITY DEVELOPMENT CORP , 1175 BOSTON ROAD , Bronx, 10456, NY",40.8290875,-73.9033961
"NEW YORK COMMON PANTRY - BRONX , 1290 HOE AVENUE , Bronx, 10459, NY",40.8307829,-73.890237
"PARKCHESTER BAPTIST CHURCH , 2021 BENEDICY AVENUE , Bronx, 10462, NY",40.8346249,-73.8571955
"PART OF THE SOLUTION , 2759 WEBSTER AVENUE , Bronx, 10458, NY",40.86585729999999,-73.886679
"PATHHSEO INC , 1288 REV. JAMES A. POLITE , Bronx, 10459, NY",40.829607,-73.8953428
"POWER PRAISE AND DELIVERANCE, INC , 120 EAST 184TH STREET , Bronx, 10468, NY",40.859459,-73.9005202
"PRODIGAL CENTER , 709 TIFFANY STREET , Bronx, 10474, NY",40.8141952,-73.89140739999999
"RCCG TABERNACLE OF RESTORATION , 4640 FURMAN AVENUE , Bronx, 10470, NY",40.9024967,-73.84978439999999
"REDEEMED CHRISTIAN CHURCH OF GOD , 1001-1005 MORRIS AVENUE , Bronx, 10456, NY",40.8290424,-73.916896
"RESURRECTION AND LIFE PENTECOSTAL CHURCH , 870 EAST 163RD STREET , Bronx, 10459, NY",40.821508,-73.89931899999999
"SHILOH TEMPLE PENTECOSTAL CHURCH , 719 EAST 223RD STREET , Bronx, 10466, NY",40.8863451,-73.8604319
"SPANISH SDA CHURCH FOOD PANTRY , 1038 PROSPECT AVENUE , Bronx, 10459, NY",40.8245949,-73.8992268
"SPANISH SOUNDVIEW SDA CHURCH , 1822 LACOMBE AVENUE , Bronx, 10473, NY",40.81480579999999,-73.8611799
"ST. ANN'S CHURCH OF MORRISANIA , 295 ST. ANN'S AVENUE , Bronx, 10454, NY",40.808679,-73.9164485
"ST. ANTHONY'S CHURCH , 1750 MANSION STREET , Bronx, 10460, NY",40.8377146,-73.8684616
"ST. AUGUSTINE FOOD PANTRY , 1168 FRANKLIN AVENUE , Bronx, 10456, NY",40.8291416,-73.90435500000001
"ST. BRENDAN & ST. ANN PARISH , 268 EAST 207TH STREET , Bronx, 10467, NY",40.8753847,-73.8776494
"ST. EDMUNDS YOUTH PROGRAM INC , 1905 MORRIS AVENUE , Bronx, 10453, NY",40.8498554,-73.9083863
"ST. JEROME H.A.N.D.S. COMMUNITY CENTER , 330 EAST 138TH STREET , Bronx, 10454, NY",40.8097437,-73.9247992
"ST. LUKES FOOD PANTRY , 623 EAST 138TH STREET , Bronx, 10454, NY",40.8062409,-73.9155435
"ST. LUKE'S SENIOR COMMUNITY PROGRAM , 777 EAST 222ND STREET , Bronx, 10467, NY",40.8850763,-73.8589681
"ST. PAUL'S LUTHERAN CHURCH , 1891 McGRAW AVENUE , Bronx, 10462, NY",40.8346442,-73.8623515
"ST. PETER'S LOVE PANTRY , 2500 WESTCHESTER AVENUE , Bronx, 10461, NY",40.8381832,-73.8442955
"ST. THOMAS AQUINAS FOOD PANTRY , 1900 CROTONA PARKWAY (SIDE OF CHURCH/BASEMENT) , Bronx, 10460, NY",40.8409085,-73.8851372
" THE COMMUNITY FOOD PANTRY , 1363 OGDEN AVE , Bronx, 10452, NY",40.8417549,-73.924937
"THE FLOW KINGDOM MINISTRIES , 901 EAST TREMONT AVENUE , Bronx, 10469, NY",40.8422825,-73.88448249999999
"THE GAMBIAN YOUTH ORGANIZATION FOOD PANTRY , 214 EAST 181ST STREET , Bronx, 10457, NY",40.8542853,-73.90091389999999
"THE SALVATION ARMY BRONX CITADEL , 425 EAST 159TH STREET , Bronx, 10451, NY",40.8228155,-73.9132791
"THESSALONIA BAPTIST CHURCH , 951 REV. JAMES POLITE AVE , Bronx, 10459, NY",40.8222088,-73.899046
"THORPE FAMILY RESIDENCE , 406 EAST 184TH STREET , Bronx, 10458, NY",40.856367,-73.89473799999999
"UNION GROVE BAPTIST CHURCH , 1488 HOE AVENUE , Bronx, 10460, NY",40.8328965,-73.8890554
" UNITED BRONX PARENTS, INC. , 603 PROSPECT AVENUE , Bronx, 10455, NY",40.8139669,-73.9040718
"VINEYARD INTERNATIONAL CHRISTIAN MINISTRIES , 1140 TELLER AVE , Bronx, 10456, NY",40.8307941,-73.91236880000001
"WAY OUT CHURCH MINISTRIES, INC , 520 EAST 148TH STREET , Bronx, 10455, NY",40.8139575,-73.9147204
"WHEDCO - FOOD PANTRY , 50 EAST 168TH STREET , Bronx, 10452, NY",40.8365188,-73.91916119999999
"WHOSOEVER WILL BAPTIST CHURCH , 1651 POPHAM AVENUE , Bronx, 10453, NY",40.8492883,-73.9209305
"WOODYCREST UNITED METHODIST CHURCH , 89 WEST 166TH STREET , Bronx, 10452, NY",40.8353887,-73.9264984
"WORD OF LIFE CHRISTIAN FELLOWSHIP , 830 UNION AVENUE , Bronx, 10459, NY",40.8195997,-73.9030246
"ADVENT LUTHERAN CHURCH , 2504 BROADWAY , Manhattan, 10025, NY",40.792744,-73.972864
"AFRICAN SERVICES COMMITTEE , 429 WEST 127TH STREET , Manhattan, 10027, NY",40.813453,-73.9544556
"ANOTHER CHOICE YOUTH AND FAMILY OUTREACH INC , 1765 MADISON AVE , Manhattan, 10029, NY",40.799702,-73.9447607
"ANTIOCH OUTREACH MINISTRIES , 41 WEST 124TH STREET , Manhattan, 10027, NY",40.80661,-73.9441794
"ASCENSION OUTREACH, INC , 12 WEST 11TH STREET , Manhattan, 10011, NY",40.7341504,-73.99575949999999
"BAILEY HOUSE FOOD PANTRY , 1751 PARK AVENUE 3RD FLOOR , Manhattan, 10035, NY",40.8026899,-73.9403842
"BETH HARK CHRISTIAN COUNSELING CENTER , 1832 MADISON AVE @120 ST , Manhattan, 10035, NY",40.8025025,-73.9433239
"BETH HARK CHRISTIAN COUNSELING CENTER , 1832 MADISON AVENUE , Manhattan, 10035, NY",40.8023207,-73.94342689999999
"BETHEL AME CHURCH , 54-60 WEST 132ND STREET , Manhattan, 10037, NY",40.8114628,-73.9411033
"BROADWAY COMMUNITY , 601 WEST 114TH STREET , Manhattan, 10025, NY",40.8070418,-73.9651341
"CABRINI IMMIGRANT SERVICES OF NEW YORK CITY INC , 139 HENRY STREET , Manhattan, 10002, NY",40.7134771,-73.9907617
"CATHEDRAL OF ST. JOHN THE DIVINE , 1047 AMSTERDAM AVENUE @ W. 112TH ST. , Manhattan, 10025, NY",40.8038356,-73.9618754
"CATHOLIC CHARITIES WASHINGTON HEIGHTS FOOD PANTRY , 665 WEST 182ND STREET , Manhattan, 10033, NY",40.8508211,-73.9350189
"CCCS - KENNEDY CENTER FOOD PANTRY , 34 WEST 134TH STREET , Manhattan, 10037, NY",40.8126294,-73.9399415
"CHRIST CHURCH UNITED METHODIST , 524 PARK AVENUE @ 60TH ST. , Manhattan, 10065, NY",40.7638694,-73.9695583
"CHURCH OF NOTRE DAME , 405 WEST 114TH STREET , Manhattan, 10025, NY",40.8050831,-73.9604049
"CHURCH OF THE ANNUNCIATION , 88 CONVENT AVE. NEAR 132ND ST. , Manhattan, 10027, NY",40.8162935,-73.9530029
" CITY HARVEST MOBILE MARKET - DYCKMAN HOUSES , 177 NAGLE AVENUE , Manhattan, 10034, NY",40.8610282,-73.9241448
" CITY HARVEST MOBILE MARKET - PRINCE HALL , 454 WEST 155TH STREET , Manhattan, 10032, NY",40.8308796,-73.9419183
" COALITION FOR THE HOMELESS , 108 EAST 51ST STREET , Manhattan, 10022, NY",40.7573397,-73.9727561
"COMMUNITY IMPACT , 616 WEST 114TH STREET , Manhattan, 10025, NY",40.80694159999999,-73.9658462
"COMMUNITY LEAGUE OF THE HEIGHTS , 508 WEST 159TH STREET , Manhattan, 10032, NY",40.83431,-73.94184890000001
" CONGREGATION B'NAI JESHURUN , 257 WEST 88TH STREET , Manhattan, 10024, NY",40.7901031,-73.9761709
"CONVENT AVENUE BAPTIST CHURCH , 425 WEST 144TH STREET @ CONVENT AVE , Manhattan, 10031, NY",40.8239566,-73.9462233
"CROSSROADS COMMUNITY SERVICES INC , 108 EAST 51ST STREET , Manhattan, 10022, NY",40.7573397,-73.9727561
"DEWITT REFORMED CHURCH , 280 RIVINGTON STREET , Manhattan, 10002, NY",40.7174796,-73.97952240000001
"FAMILY INTEGRATION MINISTRY FOOD PANTRY , 1875 AMSTERDAM AVENUE , Manhattan, 10031, NY",40.83003790000001,-73.9438961
"FATHER CREAVIN'S FOOD PANTRY , 276 WEST 151ST STREET , Manhattan, 10039, NY",40.8259643,-73.93794199999999
"FOOD BANK FOR NEW YORK CITY , 252 WEST 116TH STREET , Manhattan, 10026, NY",40.8039977,-73.9549479
"FRATERNITE NOTRE DAME , 2290 FIRST AVENUE , Manhattan, 10035, NY",40.7970403,-73.9343593
"FRATERNITE NOTRE DAME, INC , 2290 FIRST AVENUE , Manhattan, 10035, NY",40.7970403,-73.9343593
"FRIENDLY HANDS MINISTRY INC , 229 EAST 118TH STREET , Manhattan, 10035, NY",40.7987288,-73.9375689
"AGAY MEN'S HEALTH CRISIS , 307 WEST 38TH STREET , Manhattan, 10018, NY",40.7551316,-73.992355
"GOOD SHEPHERD FOOD PANTRY , 630 ISHAM STREET , Manhattan, 10034, NY",40.8695555,-73.92100959999999
"GRAND CENTRAL NEIGHBORHOOD SOCIAL SERVICE CORP. , 120 EAST 32ND STREET , Manhattan, 10016, NY",40.7452185,-73.9814804
"GRAND CENTRAL NEIGHBORHOOD SOCIAL SERVICES CORPORATION , 120 EAST 32ND STREET , Manhattan, 10016, NY",40.7452185,-73.9814804
"HARLEM DOWLING WEST SIDE CENTER/SPECIALIZED SERVICES , ADAM CLAYTON POWELL JR. BLVD @ 127TH NY STREET, Manhattan, 10027, NY",40.8100049,-73.947057
"HOLY APOSTLES SOUP KITCHEN , 296 NINTH AVENUE @ 28TH ST. , Manhattan, 10001, NY",40.7493515,-73.9988479
"HOLY APOSTLES SOUP KITCHEN PANTRY , 296 NINTH AVENUE , Manhattan, 10001, NY",40.7493515,-73.9988479
"HOLY NAME OF JESUS - ST. GREGORY THE GREAT , 207 WEST 96TH STREET , Manhattan, 10025, NY",40.7944773,-73.9706343
"INTERNATIONAL PENTECOSTAL CHURCH , 619 WEST 179TH STREET , Manhattan, 10033, NY",40.8484236,-73.9353672
"IRIS HOUSE , 2348 ADAM CLAYTON POWELL JR. BLVD , Manhattan, 10030, NY",40.8171461,-73.9428294
"ISAACS HOLMES FOOD PANTRY , 415 EAST 93RD STREET , Manhattan, 10128, NY",40.7812666,-73.9450749
" JEWISH COMMUNITY COUNCIL OF WASHINGTON HGTS , 121 BENNETT AVENUE #11A , Manhattan, 10033, NY",40.854098,-73.934506
" LILLIAN WALD FOOD PANTRY , 12 AVENUE D , Manhattan, 10009, NY",40.7202372,-73.9781812
"LITTLE SISTERS OF THE ASSUMPTION FAMILY HEALTH SERVICE , 333 EAST 115TH STREET , Manhattan, 10029, NY",40.7958329,-73.9366143
"MACEDONIA CH. ASSEMBLY OF GOD-BREAD OF LIFE FOOD PANTRY, 340 EAST 106TH STREET , Manhattan, 10029, NY",40.7896712,-73.9409878
"MCCNY CHARITIES , 446 WEST 36TH STREET , Manhattan, 10018, NY",40.75533,-73.997514
"MT. OLIVET BAPTIST CHURCH COMMUNITY MEAL PROGRAM , 201 LENOX AVE , Manhattan, 10027, NY",40.80493260000001,-73.9480766
"NARROW DOOR I.M.C. , 161 SHERMAN AVENUE , Manhattan, 10034, NY",40.8644536,-73.9227095
"NATIONAL COUNCIL OF JEWISH WOMEN , 241 WEST 72ND STREET , Manhattan, 10023, NY",40.7794675,-73.9830259
"NAZARETH HOUSING INC , 206 EAST 4TH STREET , Manhattan, 10009, NY",40.7237513,-73.9841161
"NEW ALTERNATIVE FOR CHILDREN, INC , 37 WEST 26TH STREET - 6TH FLOOR , Manhattan, 10010, NY",40.7445977,-73.9904622
"NEW YORK CITY LOVE KITCHEN INC , 3816 9TH AVE , Manhattan, 10034, NY",40.86201430000001,-73.9187314
"NEW YORK COMMON PANTRY , 8 EAST 109TH STREET , Manhattan, 10029, NY",40.795767,-73.949225
"OUR LADY OF SORROWS , 213 STANTON STREET , Manhattan, 10002, NY",40.7194562,-73.9823858
"PROJECT CREATE - ANTHONY HOUSE , 73 LENOX AVE , Manhattan, 10026, NY",40.8006181,-73.9511136
"RAUSCHENBUSCH METRO MINISTRIES INC. , 410 WEST 40TH STREET , Manhattan, 10018, NY",40.757203,-73.994323
"RIVERSIDE CHURCH FOOD PANTRY , 91 CLAREMONT AVE @ 120TH STREET , Manhattan, 10027, NY",40.8116557,-73.9627302
"SALEM UNITED METHODIST CHURCH , 2190 ADAM CLAYTON POWELL JR. BLVD , Manhattan, 10027, NY",40.8118782,-73.9467749
"SALEM UNITED METHODIST CHURCH , 2190 ADAM CLAYTON POWELL JR BLVD , Manhattan, 10027, NY",40.8118782,-73.9467749
"SOUP KITCHEN/COMMUNITY LUNCH , 601 WEST 114TH STREET (BASEMENT OF BROADWAY PRESBYTERIAN CHURCH), Manhattan, 10025, NY",40.8070418,-73.9651341
"SOUTHERN BAPTIST CHURCH , 12 WEST 108TH STREET , Manhattan, 10025, NY",40.7995414,-73.96012449999999
"ST. CECILIA'S PARISH SERVICES , 125 EAST 105TH STREET , Manhattan, 10029, NY",40.7919189,-73.94732599999999
"ST. CHARLES BORROMEO CHURCH , 211 WEST 141ST STREET , Manhattan, 10030, NY",40.8196272,-73.9416537
"ST. CLEMENTS FOOD PANTRY , 423 WEST 46TH STREET 9TH/10AVE , Manhattan, 10036, NY",40.7615675,-73.9915851
"ST. IGNATIUS EPISCOPAL CHURCH , 552 WEST END AVE , Manhattan, 10024, NY",40.7892565,-73.97734489999999
"ST. JOHN'S BREAD OF LIFE , 213 WEST 30TH STREET , Manhattan, 10001, NY",40.74895720000001,-73.9930981
"ST. JOSEPHS SOUP KITCHEN INCORPORATED , 5 WEST 12TH STREET , Manhattan, 10011, NY",40.7348994,-73.9946594
"ST. MARK THE EVANGELIST CHURCH , 65 WEST 138TH STREET , Manhattan, 10037, NY",40.8158551,-73.9387146
"ST. MARY'S EPISCOPAL CHURCH FOOD PANTRY , 521 WEST 126TH STREET , Manhattan, 10027, NY",40.8149677,-73.9560815
"ST. MICHAEL'S CHURCH , 225 WEST 99TH STREET , Manhattan, 10025, NY",40.7964671,-73.9688346
"ST. PAUL'S HOUSE INC. , 335 WEST 51ST STREET , Manhattan, 10019, NY",40.763711,-73.986946
"ST. PETER'S FOOD PANTRY , 346 WEST 20TH ST. NR. 9TH AVE , Manhattan, 10011, NY",40.7440704,-74.00196120000001
"TEMPLE SHAARAY TEFILA , 250 EAST 79TH STREET , Manhattan, 10075, NY",40.7733241,-73.9554022
"THE RED DOOR PLACE , 201 WEST 13TH STREET , Manhattan, 10011, NY",40.7381373,-74.0003114
"THE SALVATION ARMY MANHATTAN CITADEL , 175 EAST 125TH STREET , Manhattan, 10035, NY",40.8042052,-73.9358003
"THE SALVATION ARMY NEW YORK TEMPLE CORPS , 120 WEST 14TH STREET , Manhattan, 10011, NY",40.73760619999999,-73.99819959999999
"THE URBAN OUTREACH CENTER OF NYC , 1745 1ST AVENUE , Manhattan, 10128, NY",40.779816,-73.94763000000002
"TRINITY'S SERVICES AND FOOD FOR THE HOMELESS, INC. , 602 EAST 9TH STREET , Manhattan, 10009, NY",40.7260088,-73.98019719999999
"UNIVERSITY COMMUNITY SOCIAL SERVICES, INC , 137 EAST 2ND STREET , Manhattan, 10009, NY",40.7230138,-73.9863775
"UPPER MANHATTAN MENTAL HEALTH CENTER , 1727 AMSTERDAM AVE @ 145TH , Manhattan, 10031, NY",40.8255609,-73.9471677
"VISION URBANA , 66 ESSEX STREET , Manhattan, 10002, NY",40.7173399,-73.98842379999999
"WEST HARLEM GROUP ASSISTANCE , 625 LENOX AVE , Manhattan, 10030, NY",40.8183018,-73.9383013
"WESTSIDE CAMPAIGN AGAINST HUNGER , 263 W. 86th St.@ WEST END AVE. , Manhattan, 10024, NY",40.7889007,-73.97750479999999
"WORLDWIDE MISSIONARY MOVEMENT/CENTRO EVANGELISTICO , MMM, INC 148 POST AVE , Manhattan, 10034, NY",40.8653177,-73.9190182
"XAVIER MISSION INC , 55 WEST 15TH STREET , Manhattan, 10011, NY",40.7378037,-73.9955044
"ZEINA LORRAINE INC , 203 WEST 133RD STREET , Manhattan, 10030, NY",40.8142554,-73.9448906
"AGAPE CHRISTIAN CENTER , 59-02 SUMMERFIELD ST. RIDGEWOOD , Queens, 11385, NY",40.6992376,-73.8977049
"AAIDS CENTER OF QUEENS COUNTY , 62-07 WOODSIDE AVENUE - 3RD FLOOR , Queens, 11377, NY",40.7451479,-73.9028941
"AAIDS CENTER OF QUEENS COUNTY , 161-21 JAMAICA AVE - 6TH FLOOR , Queens, 11432, NY",40.704557,-73.7980226
"AAIDS CENTER OF QUEENS COUNTY , 1600 CENTRAL AVENUE - 3RD FLOOR (FAR ROCKAWAY) , Queens, 11691, NY",40.6051736,-73.7522446
"ALL NATIONS BAPTIST CHURCH OF WOODHAVEN , 86-76 80TH STREET , Queens, 11421, NY",40.6917296,-73.8622247
"ALLEN OUTREACH MINISTRY FEEDING PROGRAM , 110-31 MERRICK BLVD , Queens, 11433, NY",40.6948239,-73.7814381
"BERACA SEVENTH DAY ADVENTIST CHURCH , 91-19 191 STREET , Queens, 11423, NY",40.7115116,-73.7684014
"BETHANY BAPTIST CHURCH OF JAMAICA , 157-11 111TH AVE , Queens, 11433, NY",40.6904046,-73.79169279999999
"BETHANY PANTRY , 48-08 91ST PLACE (ELMHURST) , Queens, 11373, NY",40.7407962,-73.8723759
"BETHEL AME CHURCH/BETHEL ARVERNE COMM. , 215 BEACH 77TH STREET , Queens, 11692, NY",40.58883100000001,-73.804643
"BETHEL GOSPEL TABERNACLE CHURCH , 110-25 GUY R. BREWER BLVD. , Queens, 11433, NY",40.692739,-73.788107
"BLANCHE MEMORIAL CHURCH , 109-74 SUTPHIN BLVD , Queens, 11435, NY",40.6901042,-73.7970847
"BVM/ST. MARY'S CHURCH WINFIELD , 70-31 48TH AVE (WOODSIDE) , Queens, 11377, NY",40.738688,-73.8931652
"CALVARY'S MISSION , 102-16 89TH AVENUE (RICHMOND HILL) , Queens, 11418, NY",40.6931307,-73.8435489
"CENTER OF HOPE INTERNATIONAL , 38-49 12TH STREET (L.I.C.) , Queens, 11101, NY",40.7569005,-73.9418762
"CHAZAQ , 141-47 72ND AVENUE (FLUSHING) , Queens, 11367, NY",40.7296799,-73.82392370000001
"CHRIST APOSTOLIC CHURCH OF AMERICA, INC , 108-02 SUTPHIN BLVD , Queens, 11435, NY",40.6928004,-73.79950269999999
"CHRIST CHURCH INTERNATIONAL JOSEPH'S HOUSE , 122-20 MERRILL STREET , Queens, 11434, NY",40.6827017,-73.7698376
" CITY HARVEST - ASTORIA MOBILE MARKET , 7-1 ASTORIA BLVD , Queens, 11102, NY",40.7731213,-73.933889
" CITY HARVEST MOBILE MARKET - QUEENSBRIDGE HOUSES , 10-25 41ST AVENUE , Queens, 11101, NY",40.7555154,-73.9445939
"COMMUNITY ALLIANCE INITIATIVE , 60-85 MYRTLE AVENUE , Queens, 11385, NY",40.7009057,-73.89527389999999
"CORONA S.D.A. CHURCH , 35-30 103RD STREET , Queens, 11368, NY",40.7538466,-73.8649064
"CORPUS CHRISTI FOOD PANTRY , 31-30 61ST STREET , Queens, 11377, NY",40.75652789999999,-73.9019378
"CROSSOVER BAPTIST CHURCH COMMUNITY OUTREACH HELP CENTER , 85-12 101ST AVENUE , Queens, 11416, NY",40.681781,-73.85392100000001
"DELIVERANCE TEMPLE CHURCH OF JESUS CHRIST , 134-10 ROCKAWAY BLVD SO. OZONE PARK , Queens, 11420, NY",40.6743421,-73.8040731
"DIVINE FOOD PANTRY , 215-31 99TH AVENUE (QUEEN VILLAGE) , Queens, 11429, NY",40.7148505,-73.742959
"ELMCOR YOUTH & ADULT ACTIVITIES #, 33-16 108TH STREET , Queens, 11368, NY",40.7573585,-73.8615646
"ELOHIM COMMUNITY DEVELOPMENT & OUTREACH INC , 87-47 111TH STREET, RICHMOND HILLS , Queens, 11418, NY",40.6956806,-73.8362369
" ESTHER GRUNBLATT-CENTRAL QUEENS Y , 67-09 108TH STREET , Queens, 11375, NY",40.7286533,-73.8470852
"EVANGEL FOOD PANTRY , 39-21 CRESENT STREET (LIC) , Queens, 11101, NY",40.7542097,-73.9371118
"EVANGELICAL CHURCH CHRIST IS THE LIGHT , 89-16 48TH AVENUE (ELMHURST) , Queens, 11373, NY",40.7410706,-73.8748753
"FIRST BAPTIST CHURCH , 100-10 ASTORIA BLVD., E. ELMHURST , Queens, 11369, NY",40.7616777,-73.8690275
"FIRST CHURCH OF GOD IN CHRIST, INC. , 187-10 BAISLEY BLVD , Queens, 11412, NY",40.6903377,-73.7629554
"FIRST PRESBYTERIAN CHURCH OF JAMAICA , 89-60 164TH STREET , Queens, 11432, NY",40.7058597,-73.79659649999999
"FIRST PRESBYTERIAN RUSSELL SAGE MEMORIAL CHURCH OF FAR , 896 CENTRAL AVENUE (FAR ROCKAWAY) , Queens, 11691, NY",40.6096769,-73.7470042
"FIRST UNITED METHODIST CHURCH OF JAMAICA , 162-10 HIGHLAND AVENUE , Queens, 11432, NY",40.70987239999999,-73.8000523
"FOOD SHARING WITH OUR NEIGHBORS PROGRAMS , 3824 149TH STREET (FLUSHING) , Queens, 11354, NY",40.763722,-73.8171449
"GENESIS TRANSITIONAL HOUSING MINISTRIES, INC , 195-12 HOLLIS AVENUE , Queens, 11412, NY",40.7064676,-73.76239149999999
"GOD BLESS YOU ALL INC , 9531 JAMAICA AVENUE - 1ST FL (WOODHAVEN), Queens, 11421, NY",40.694725,-73.849294
"GOSPEL ASSEMBLY - QUEENS , 109-14 FARMERS BLVD , Queens, 11412, NY",40.7035539,-73.766955
"HOLLIS AVENUE CONGREGATIONAL CHURCH , 211-04 HOLLIS AVE., QUEENS VILLAGE , Queens, 11429, NY",40.7088958,-73.74637229999999
"HOLLIS COMMUNITY CHRISTIAN CENTER , 191-22 JAMAICA AVENUE , Queens, 11423, NY",40.712756,-73.7679069
"HOLY GHOST UPPER ROOM FILLING STATION MINISTRY, INC , 146-17 133RD AVENUE , Queens, 11436, NY",40.668864,-73.79198199999999
"HOLY TEMPLE CHURCH, INC , 136-25 SPRINGFIELD BLVD , Queens, 11413, NY",40.6771679,-73.7550706
"HOUR CHILDREN COMMUNITY OUTREACH , 36-49 11TH STREET (LIC) , Queens, 11106, NY",40.760322,-73.939145
" ICNA FLUSHING FOOD PANTRY , 140-32 CHERRY AVENUE , Queens, 11355, NY",40.7543944,-73.821624
" ICNA RELIEF USA , 8791 144TH STREET , Queens, 11435, NY",40.7045107,-73.8115777
"IGLESIA ALIANZA MISIONERA EBENEZER , 43-02 38TH STREET (L.I.C.) , Queens, 11101, NY",40.74570920000001,-73.9269126
"IGLESIA CRISTIANA EVANGELICA , 3435 96TH STREET (CORONA) , Queens, 11368, NY",40.7539983,-73.8716774
"J.U.S.T.I.C.E. ORGANIZATION/JESUS IS JUSTICE MISSION INC. , 223 BEACH 28TH STREET (FAR ROCKAWAY) , Queens, 11691, NY",40.59559489999999,-73.76142229999999
"JAMAICA HISPANIC SDA CHURCH , 88-28 161 STREET , Queens, 11432, NY",40.707286,-73.80095
"JAMAICA QUEENS WESLEYAN CHURCH PANTRY , 134-49 228TH STREET (LAURELTON) , Queens, 11413, NY",40.6752484,-73.74268789999999
"JAMAICA SEVENTH DAY ADVENTIST CHURCH , 88-28 163 STREET , Queens, 11432, NY",40.7078263,-73.7990202
"JESUS IS THE ANSWER - J.I.T.A. COMMUNITY OUTREACH , 103-02 171ST STREET , Queens, 11433, NY",40.7035905,-73.78769919999999
" JEWISH COMMUNITY COUNCIL OF THE ROCKAWAY PENINSULA , 1525 CENTRAL AVE , Queens, 11691, NY",40.6052264,-73.7515327
" JEWISH INSTITUTE OF QUEENS , 60-05 WOODHAVEN BLVD (ELMHURST) , Queens, 11373, NY",40.7312247,-73.8709555
"LA JORNADA , 133-36 ROOSEVELT AVENUE (BLAND HOUSES COMMUNITY CENTER), Queens, 11354, NY",40.7583019,-73.832892
"LEVITICUS CHURCH , 114-12 VAN WYCK EXPRESSWAY , Queens, 11420, NY",40.6823904,-73.8061254
"LINDEN SDA CHURCH COMMUNITY SERVICES , 228-20 137TH AVENUE , Queens, 11413, NY",40.6728272,-73.74399369999999
"MACEDONIA AME CHURCH , 106-16 GUY R. BREWER BLVD , Queens, 11433, NY",40.6993181,-73.7934447
"MAJORITY COMMUNITY OUTREACH , 115-21 FARMERS BLVD , Queens, 11412, NY",40.695393,-73.7614164
"MAKE THE ROAD NEW YORK , 92-10 ROOSEVELT AVENUE , Queens, 11372, NY",40.7484323,-73.8741462
" MASBIA OF QUEENS , 105-47 64TH ROAD , Queens, 11375, NY",40.732205,-73.849874
"MINISTRY TOOLS INC , 170-20 140TH AVE , Queens, 11434, NY",40.6709338,-73.7693451
"MORE THAN CONQUERORS GLOBAL MINISTRIES INC , 153-56 ROCKAWAY BLVD , Queens, 11434, NY",40.6691068,-73.78253990000002
"MORIAH CITY COMMUNITY FOOD PANTRY , 206-14 LINDEN BLVD (CAMBRIA HEIGHTS) , Queens, 11411, NY",40.6961242,-73.7455217
"MORRIS BROWN HELPING HAND FOOD PROGRAM , 145-03 ROCKAWAY BLVD (SO. OZONE PARK) , Queens, 11436, NY",40.673888,-73.7934779
"MOUNT SINAI SDA CHURCH , 217-10 93RD AVENUE , Queens, 11428, NY",40.7209577,-73.7399484
" MT. OLIVET GOSPEL CHURCH , 33-27 97TH STREET, CORONA , Queens, 11368, NY",40.7561275,-73.87080449999999
"NATIONAL SORORITY OF PHI DELTA KAPPA , 117-08 MERRICK BLVD , Queens, 11434, NY",40.6867025,-73.7746964
"NEW LIFE COMMUNITY DEVELOPMENT CORPORATION , 82-10 QUEENS BLVD (ELMHURST) , Queens, 11373, NY",40.7369456,-73.8811637
"NORTHEAST CONFERENCE COMMUNITY CENTER SDA , 99-13 NORTHERN BLVD , Queens, 11368, NY",40.757501,-73.868944
"ONE WAY CHURCH OF CHRIST , 216-11 MERRICK BLVD. , Queens, 11413, NY",40.6802944,-73.7522326
"OUR LADY OF GRACE MINISTRY , 158-10 101ST ST.- HOWARD BEACH , Queens, 11414, NY",40.6609909,-73.8328779
"POMONOK FOOD PANTRY , 67-09 KISSENA BLVD , Queens, 11367, NY",40.7349436,-73.8143766
" PROJECT L.E.A.D. , 85-12 126TH STREET (KEW GARDENS) , Queens, 11415, NY",40.7039889,-73.8256193
" QUEENS JEWISH COMMUNITY COUNCIL , 119-45 UNION TURNPIKE (FOREST HILLS) , Queens, 11375, NY",40.7140624,-73.832397
"QUEENSBORO TEMPLE SDA CHURCH , 96-50 222ND STREET , Queens, 11429, NY",40.7180475,-73.7319353
